Rank,Year
12528,1992.0
12529,2014.0
12530,2007.0
12531,2009.0
12532,2010.0
12534,2008.0
12535,2010.0
12536,2010.0
12537,1999.0
12538,2006.0
12539,2006.0
12540,1994.0
12541,2013.0
12542,2009.0
12543,2003.0
12544,2008.0
12545,2006.0
12546,2004.0
12547,2015.0
12548,2004.0
12549,2010.0
12550,2002.0
12551,2007.0
12552,2004.0
12553,2008.0
12554,2009.0
12555,2010.0
12556,2008.0
12557,2008.0
12558,2012.0
12559,2012.0
12560,2006.0
12561,2005.0
12562,2015.0
12563,2006.0
12564,2014.0
12565,2016.0
12566,2010.0
12567,2005.0
12568,2000.0
12569,2003.0
12570,2010.0
12571,2004.0
12572,1994.0
12573,2013.0
12574,2008.0
12575,2015.0
12576,2010.0
12577,2010.0
12578,2007.0
12579,2002.0
12580,2009.0
12581,2016.0
12582,2007.0
12583,2005.0
12584,2011.0
12585,2006.0
12586,2009.0
12587,1995.0
12588,2005.0
12589,2006.0
12590,2003.0
12591,2002.0
12592,2011.0
12593,2016.0
12594,1995.0
12595,2002.0
12596,2009.0
12597,2014.0
12598,2012.0
12599,2015.0
12600,2005.0
12601,2011.0
12602,2005.0
12603,2007.0
12604,2013.0
12605,2008.0
12606,2003.0
12607,2010.0
12608,2007.0
12609,2014.0
12610,2014.0
12611,2005.0
12612,2014.0
12613,2001.0
12614,2014.0
12615,2005.0
12616,2010.0
12617,2009.0
12618,2016.0
12619,2006.0
12620,2004.0
12621,2006.0
12622,2008.0
12623,2011.0
12624,2007.0
12625,2004.0
12626,2004.0
12627,2012.0
12629,2008.0
12630,2008.0
12631,2006.0
12632,2011.0
12633,2016.0
12634,1999.0
12635,1996.0
12636,2012.0
12637,1995.0
12638,1989.0
12639,2010.0
12640,2015.0
12641,2010.0
12642,2008.0
12643,2007.0
12644,2004.0
12645,2012.0
12646,2016.0
12647,2010.0
12648,2005.0
12649,2007.0
12650,2008.0
12651,1996.0
12652,2012.0
12653,2009.0
12654,1993.0
12655,2006.0
12656,1997.0
12657,2009.0
12658,2010.0
12659,2002.0
12660,2011.0
12661,2007.0
12662,2005.0
12663,2006.0
12664,2007.0
12665,2008.0
12666,2011.0
12667,2002.0
12669,2006.0
12670,2006.0
12671,2005.0
12672,1991.0
12673,2010.0
12674,2005.0
12675,2011.0
12676,2003.0
12677,2008.0
12678,2008.0
12679,2009.0
12680,2014.0
12681,2015.0
12682,1998.0
12683,2009.0
12684,2008.0
12685,2016.0
12686,2001.0
12687,2009.0
12688,2006.0
12689,2004.0
12690,2014.0
12691,2015.0
12692,2011.0
12693,2008.0
12694,2015.0
12695,2013.0
12696,1998.0
12697,2007.0
12698,2010.0
12699,1999.0
12700,2001.0
12701,2000.0
12702,1992.0
12703,2002.0
12704,2008.0
12705,2009.0
12706,2006.0
12707,2003.0
12708,2006.0
12709,2011.0
12710,2000.0
12712,2005.0
12713,2014.0
12714,2006.0
12715,2011.0
12716,2009.0
12717,2008.0
12718,2006.0
12719,2007.0
12720,2009.0
12721,2007.0
12722,2004.0
12723,2006.0
12724,2001.0
12725,1995.0
12726,2005.0
12727,2001.0
12728,2015.0
12729,2003.0
12730,2002.0
12731,2015.0
12732,1999.0
12733,2005.0
12734,2006.0
12735,2007.0
12736,2007.0
12737,2012.0
12738,2015.0
12739,2006.0
12740,2005.0
12741,2009.0
12742,1997.0
12743,2005.0
12744,2012.0
12745,2002.0
12746,2013.0
12747,2007.0
12748,2004.0
12749,2012.0
12750,2002.0
12752,2006.0
12753,2014.0
12754,2005.0
12755,2009.0
12756,2012.0
12757,2010.0
12758,2013.0
12759,2010.0
12760,2010.0
12761,2009.0
12762,1995.0
12763,1994.0
12764,2010.0
12765,2011.0
12766,1996.0
12767,2012.0
12768,2011.0
12769,2000.0
12770,2009.0
12771,2009.0
12772,2005.0
12773,2000.0
12774,2007.0
12775,2002.0
12776,2002.0
12777,2009.0
12778,2008.0
12779,2000.0
12780,2006.0
12781,1998.0
12782,2006.0
12783,2002.0
12784,2015.0
12785,2011.0
12786,2004.0
12787,2011.0
12788,2009.0
12789,1996.0
12790,2005.0
12791,2008.0
12792,2007.0
12793,2009.0
12794,1995.0
12795,2009.0
12796,2010.0
12797,2004.0
12798,1997.0
12799,2008.0
12800,2015.0
12801,1995.0
12802,2015.0
12803,2004.0
12804,2015.0
12805,1997.0
12806,2002.0
12807,2014.0
12808,2003.0
12810,2011.0
12811,1996.0
12812,2008.0
12813,2010.0
12814,2004.0
12815,2002.0
12816,2000.0
12817,2004.0
12818,2010.0
12819,2006.0
12820,2006.0
12821,2008.0
12822,2005.0
12823,2015.0
12824,2013.0
12825,2009.0
12826,1998.0
12828,2011.0
12829,2002.0
12830,2002.0
12831,2007.0
12832,2015.0
12833,2006.0
12834,2003.0
12835,2008.0
12836,2005.0
12837,2016.0
12838,2011.0
12839,2003.0
12840,2008.0
12841,2010.0
12842,2007.0
12843,2002.0
12844,2006.0
12845,1997.0
12846,1996.0
12847,2009.0
12848,2008.0
12849,2008.0
12850,2009.0
12851,2003.0
12852,2015.0
12853,2013.0
12854,2008.0
12855,2015.0
12856,2002.0
12857,2011.0
12858,2001.0
12859,2015.0
12860,2008.0
12861,2015.0
12862,2009.0
12863,2010.0
12864,2003.0
12865,2006.0
12866,2010.0
12867,2002.0
12868,2010.0
12869,2009.0
12870,2002.0
12871,2016.0
12872,2010.0
12873,2010.0
12874,2004.0
12875,2003.0
12876,2011.0
12877,2011.0
12878,2001.0
12879,1998.0
12880,2005.0
12882,2004.0
12883,2002.0
12884,2004.0
12885,2015.0
12886,2008.0
12887,2006.0
12888,2001.0
12889,2015.0
12890,2006.0
12891,2009.0
12892,2008.0
12893,2015.0
12894,2006.0
12895,2004.0
12896,2002.0
12897,2009.0
12898,2003.0
12899,2002.0
12900,2010.0
12901,2016.0
12902,2003.0
12903,2010.0
12904,2002.0
12905,1995.0
12906,2011.0
12907,2002.0
12908,2003.0
12909,2009.0
12910,2010.0
12911,2010.0
12912,2015.0
12913,2003.0
12914,2011.0
12915,2016.0
12916,2013.0
12918,2015.0
12919,2013.0
12920,2014.0
12921,1995.0
12922,2009.0
12923,2009.0
12925,2003.0
12926,2010.0
12927,2016.0
12928,2007.0
12929,1993.0
12930,2006.0
12932,2016.0
12933,2007.0
12934,2016.0
12935,2015.0
12936,1999.0
12937,2010.0
12938,2009.0
12939,1997.0
12940,2016.0
12941,2012.0
12942,2014.0
12943,2004.0
12944,2010.0
12945,1999.0
12946,2007.0
12947,1993.0
12948,2011.0
12949,2012.0
12950,2015.0
12951,2012.0
12952,2002.0
12953,2006.0
12954,2013.0
12955,2005.0
12956,2016.0
12957,2010.0
12958,1993.0
12959,2007.0
12960,2015.0
12961,2004.0
12962,2015.0
12963,2009.0
12964,2011.0
12965,2009.0
12966,2002.0
12967,2009.0
12968,2007.0
12969,2007.0
12970,2009.0
12971,2007.0
12972,2006.0
12973,1994.0
12974,2002.0
12975,2008.0
12976,2006.0
12977,2011.0
12978,2006.0
12979,2009.0
12980,2004.0
12981,2008.0
12982,2008.0
12983,2007.0
12984,2009.0
12985,2008.0
12986,2003.0
12987,2005.0
12988,2003.0
12989,2016.0
12990,2010.0
12991,2004.0
12992,2006.0
12993,2012.0
12994,2003.0
12995,2009.0
12996,2008.0
12997,2004.0
12998,2002.0
12999,2003.0
13000,2010.0
13001,2007.0
13002,2014.0
13003,2005.0
13004,2002.0
13005,2010.0
13006,2015.0
13007,2007.0
13008,2006.0
13009,2007.0
13010,1998.0
13011,2010.0
13012,2002.0
13013,2010.0
13014,2015.0
13015,2015.0
13016,2009.0
13017,2008.0
13018,2010.0
13019,2015.0
13020,1991.0
13021,2008.0
13022,2016.0
13023,2007.0
13024,2010.0
13025,2015.0
13026,2006.0
13027,2015.0
13028,2003.0
13029,2005.0
13030,2010.0
13031,2016.0
13032,2001.0
13033,2008.0
13034,2009.0
13035,2006.0
13036,2006.0
13037,2007.0
13038,2010.0
13039,2007.0
13040,2005.0
13041,2010.0
13042,2003.0
13043,2004.0
13044,2002.0
13045,2008.0
13046,2016.0
13047,2009.0
13048,2014.0
13049,2009.0
13050,2002.0
13051,2004.0
13052,2014.0
13053,2007.0
13054,2009.0
13055,2008.0
13056,2001.0
13058,2002.0
13059,2011.0
13060,2011.0
13061,2001.0
13062,1999.0
13063,2009.0
13064,2010.0
13065,2005.0
13066,2011.0
13067,2000.0
13068,1998.0
13069,2000.0
13070,2009.0
13071,2011.0
13072,2014.0
13073,2006.0
13074,2009.0
13075,2012.0
13076,2010.0
13077,2015.0
13078,2006.0
13079,2003.0
13080,2003.0
13081,1998.0
13082,2016.0
13083,2015.0
13084,2007.0
13085,1999.0
13086,2009.0
13087,2009.0
13088,2009.0
13089,2004.0
13090,1995.0
13091,1995.0
13092,2001.0
13093,2010.0
13094,2014.0
13095,2006.0
13096,2002.0
13097,2016.0
13098,2012.0
13099,2006.0
13100,2009.0
13101,2008.0
13102,2016.0
13103,2003.0
13104,2005.0
13105,2014.0
13106,2004.0
13107,2009.0
13108,2013.0
13109,2002.0
13110,2011.0
13111,2006.0
13112,2000.0
13113,2011.0
13114,1999.0
13115,2000.0
13116,1997.0
13117,1999.0
13118,1998.0
13119,2007.0
13120,2007.0
13121,2009.0
13122,2003.0
13123,1995.0
13124,2009.0
13125,2015.0
13126,2015.0
13127,1999.0
13128,2013.0
13129,2009.0
13130,2012.0
13131,2003.0
13132,2007.0
13133,2013.0
13134,2006.0
13135,2002.0
13136,2010.0
13137,2010.0
13138,2008.0
13139,2002.0
13140,2015.0
13141,2004.0
13142,2006.0
13143,1994.0
13144,2010.0
13145,2011.0
13146,1996.0
13147,2008.0
13148,2003.0
13149,1993.0
13150,2014.0
13151,2004.0
13152,2005.0
13153,2006.0
13154,2006.0
13155,2008.0
13156,2009.0
13157,2012.0
13159,2012.0
13160,2010.0
13161,2005.0
13162,2006.0
13163,2006.0
13164,2010.0
13165,2011.0
13166,2007.0
13167,2006.0
13168,2001.0
13169,2001.0
13170,2013.0
13171,1995.0
13172,2016.0
13173,1996.0
13174,2003.0
13175,2008.0
13176,2016.0
13177,2007.0
13178,2000.0
13179,2007.0
13180,2006.0
13181,2003.0
13182,2001.0
13183,2009.0
13184,2007.0
13185,2007.0
13186,2008.0
13187,2003.0
13188,2001.0
13189,2008.0
13190,2012.0
13191,2009.0
13192,2012.0
13193,2006.0
13194,2004.0
13195,2008.0
13196,2006.0
13197,2011.0
13198,2002.0
13199,2010.0
13200,2002.0
13201,2011.0
13202,2004.0
13203,2000.0
13204,2010.0
13205,2008.0
13206,1998.0
13207,2006.0
13208,2008.0
13209,2001.0
13210,2010.0
13211,2013.0
13212,2002.0
13213,2001.0
13214,2011.0
13215,1999.0
13216,2007.0
13217,2015.0
13218,1996.0
13219,2005.0
13220,1995.0
13221,1995.0
13222,2010.0
13223,2010.0
13224,1995.0
13225,2011.0
13226,2008.0
13227,2003.0
13228,2015.0
13229,2002.0
13230,2010.0
13231,1998.0
13232,2008.0
13233,2007.0
13234,2016.0
13235,2009.0
13236,2005.0
13237,1995.0
13238,2004.0
13239,2006.0
13240,2002.0
13241,2008.0
13242,2007.0
13243,1996.0
13244,2001.0
13245,1994.0
13246,2005.0
13247,2007.0
13248,2013.0
13249,2005.0
13250,2003.0
13251,2005.0
13252,2004.0
13253,1998.0
13254,2006.0
13255,2011.0
13256,2007.0
13257,1995.0
13258,2007.0
13259,2001.0
13260,2005.0
13261,2008.0
13262,2015.0
13263,2006.0
13264,2006.0
13265,2004.0
13266,2008.0
13267,2002.0
13268,2004.0
13269,2016.0
13270,2011.0
13271,2010.0
13272,1995.0
13273,2011.0
13274,1999.0
13275,2013.0
13276,2009.0
13277,2013.0
13278,2005.0
13279,2008.0
13281,2003.0
13282,1996.0
13283,2007.0
13284,2012.0
13285,2008.0
13286,2003.0
13287,2015.0
13288,2010.0
13289,2000.0
13290,2015.0
13291,2008.0
13292,2012.0
13293,2007.0
13294,2009.0
13295,2009.0
13296,2008.0
13297,2001.0
13298,2008.0
13299,2013.0
13300,2015.0
13301,2015.0
13302,2010.0
13303,2006.0
13304,2011.0
13305,2008.0
13306,2013.0
13307,2002.0
13308,2007.0
13309,2004.0
13310,2002.0
13311,2008.0
13312,2002.0
13313,1993.0
13314,2010.0
13315,2004.0
13316,2009.0
13317,1998.0
13318,2011.0
13319,2011.0
13320,2006.0
13321,2005.0
13322,2006.0
13323,2011.0
13324,2009.0
13325,2006.0
13326,2011.0
13327,2005.0
13328,2013.0
13329,2007.0
13330,2007.0
13331,2001.0
13332,2002.0
13333,1995.0
13334,2001.0
13335,2006.0
13336,2006.0
13337,2006.0
13338,2015.0
13339,2009.0
13340,2007.0
13341,2002.0
13342,2015.0
13343,2011.0
13344,2008.0
13345,2010.0
13346,2008.0
13347,2005.0
13348,2015.0
13349,2001.0
13350,2006.0
13351,2011.0
13352,1996.0
13353,2003.0
13354,2007.0
13355,2008.0
13356,2013.0
13357,2006.0
13358,2012.0
13359,2005.0
13360,2011.0
13361,2006.0
13362,2010.0
13363,2014.0
13364,2007.0
13365,1997.0
13366,2014.0
13367,2006.0
13368,2001.0
13369,2003.0
13370,2002.0
13371,2008.0
13372,2013.0
13373,2007.0
13374,2007.0
13375,2013.0
13376,2009.0
13377,2012.0
13378,2012.0
13379,2006.0
13380,2004.0
13381,2011.0
13382,2004.0
13383,2007.0
13384,1999.0
13385,2007.0
13386,2002.0
13387,2008.0
13388,2007.0
13389,2002.0
13390,2001.0
13391,2015.0
13392,2002.0
13393,2014.0
13394,2005.0
13395,2008.0
13396,2006.0
13397,2007.0
13398,2012.0
13399,2011.0
13400,2008.0
13401,2006.0
13402,2010.0
13403,2011.0
13404,2015.0
13405,2007.0
13406,1999.0
13407,2011.0
13408,2009.0
13409,2014.0
13410,2014.0
13411,2006.0
13412,2000.0
13413,2015.0
13414,2013.0
13415,2004.0
13416,2015.0
13417,1996.0
13418,2008.0
13419,2003.0
13420,2010.0
13421,2009.0
13422,2005.0
13423,2001.0
13424,2002.0
13425,2003.0
13426,2007.0
13427,2006.0
13428,2014.0
13429,2009.0
13430,2009.0
13431,2008.0
13432,2009.0
13433,2003.0
13434,2009.0
13435,2011.0
13436,1999.0
13437,2016.0
13438,2016.0
13439,2010.0
13440,2003.0
13441,2011.0
13442,2007.0
13443,2013.0
13444,2006.0
13445,1997.0
13446,2009.0
13447,2014.0
13448,2004.0
13449,2011.0
13450,2011.0
13451,2004.0
13452,2013.0
13453,2009.0
13454,1994.0
13455,1999.0
13456,2011.0
13457,2008.0
13458,2010.0
13459,2006.0
13460,1995.0
13461,2005.0
13462,2009.0
13463,2006.0
13464,2006.0
13465,2008.0
13466,2007.0
13467,2009.0
13468,2010.0
13469,2008.0
13470,2006.0
13471,1995.0
13472,2009.0
13473,2007.0
13474,2005.0
13475,2015.0
13476,2005.0
13477,2015.0
13478,2002.0
13480,1996.0
13481,2008.0
13482,2010.0
13483,2007.0
13484,2007.0
13485,2009.0
13486,2015.0
13487,2010.0
13488,2005.0
13489,2016.0
13490,2001.0
13491,2007.0
13492,2016.0
13493,2008.0
13494,2016.0
13495,2004.0
13496,2003.0
13497,2008.0
13498,2013.0
13499,1998.0
13500,1996.0
13501,2012.0
13502,2004.0
13503,2002.0
13504,2011.0
13505,2007.0
13506,2006.0
13507,2011.0
13508,2004.0
13509,2000.0
13510,2016.0
13511,2009.0
13512,2005.0
13513,2007.0
13514,1997.0
13515,2009.0
13516,2002.0
13517,2009.0
13518,2006.0
13519,2009.0
13520,2007.0
13521,2005.0
13522,2014.0
13523,2007.0
13524,2008.0
13525,2009.0
13526,2014.0
13527,1992.0
13528,2006.0
13529,2006.0
13530,2003.0
13531,2016.0
13532,2003.0
13533,2006.0
13534,2006.0
13535,2007.0
13536,2004.0
13537,2006.0
13538,2011.0
13539,2010.0
13541,2004.0
13542,2005.0
13543,2003.0
13544,2010.0
13545,2012.0
13546,2013.0
13547,1995.0
13548,2011.0
13549,2004.0
13550,2010.0
13551,2007.0
13552,2002.0
13553,2011.0
13554,2011.0
13555,1998.0
13556,2015.0
13557,2006.0
13558,2012.0
13559,2006.0
13560,2011.0
13561,2009.0
13562,2006.0
13563,2009.0
13564,2016.0
13565,2007.0
13566,2008.0
13567,2012.0
13568,2015.0
13569,2008.0
13570,2001.0
13571,2012.0
13572,1998.0
13573,2004.0
13574,2002.0
13575,2004.0
13576,2010.0
13577,2005.0
13578,2008.0
13579,2009.0
13580,2003.0
13581,2008.0
13582,2006.0
13583,2010.0
13584,2011.0
13585,2009.0
13586,2006.0
13587,2011.0
13588,2005.0
13589,2009.0
13590,2013.0
13591,2006.0
13592,2008.0
13593,2001.0
13594,2008.0
13595,2011.0
13596,2008.0
13597,2008.0
13598,2016.0
13599,2006.0
13600,2014.0
13601,2009.0
13602,2002.0
13603,2006.0
13604,2016.0
13605,2000.0
13606,2001.0
13607,2010.0
13608,2007.0
13609,2013.0
13610,2004.0
13611,2010.0
13612,2009.0
13613,2002.0
13614,2009.0
13615,2001.0
13616,2016.0
13617,2004.0
13618,2006.0
13619,2011.0
13620,2003.0
13621,2007.0
13622,2016.0
13623,2002.0
13624,2002.0
13625,2004.0
13626,2014.0
13627,2011.0
13628,2003.0
13629,2007.0
13630,2005.0
13631,2007.0
13632,2001.0
13633,2011.0
13634,2012.0
13635,2009.0
13636,2008.0
13637,2010.0
13638,2005.0
13639,2006.0
13640,2008.0
13641,2011.0
13642,2006.0
13643,2009.0
13644,2011.0
13645,2010.0
13646,2005.0
13647,2012.0
13648,2007.0
13649,2016.0
13650,2006.0
13651,2015.0
13652,2016.0
13653,2004.0
13654,2013.0
13655,2015.0
13656,2007.0
13657,2011.0
13658,2006.0
13659,2009.0
13660,2006.0
13661,2008.0
13662,2008.0
13663,2008.0
13664,2011.0
13665,2008.0
13666,2009.0
13668,2010.0
13669,2000.0
13670,2008.0
13671,2005.0
13672,2007.0
13673,2012.0
13675,1996.0
13676,2008.0
13678,2015.0
13679,2005.0
13680,2006.0
13681,2008.0
13682,2010.0
13683,2011.0
13684,2009.0
13685,2012.0
13686,2005.0
13687,2011.0
13688,2013.0
13689,2010.0
13690,2007.0
13691,2004.0
13692,2008.0
13693,2010.0
13694,2003.0
13695,2012.0
13696,2001.0
13697,1998.0
13698,2007.0
13699,2004.0
13700,2011.0
13701,2006.0
13702,2009.0
13703,2005.0
13704,2016.0
13705,2007.0
13706,1995.0
13707,2012.0
13708,2007.0
13709,1998.0
13710,2000.0
13711,2011.0
13712,1998.0
13713,2010.0
13714,2010.0
13715,2007.0
13716,2006.0
13717,1996.0
13718,1994.0
13719,2012.0
13720,2005.0
13721,2009.0
13722,2011.0
13723,2011.0
13724,1995.0
13725,2005.0
13726,2011.0
13727,2012.0
13728,2002.0
13729,2011.0
13730,2010.0
13731,2011.0
13732,2012.0
13733,2012.0
13734,2003.0
13736,2009.0
13737,1995.0
13738,2010.0
13739,2010.0
13740,1999.0
13741,1999.0
13742,1999.0
13743,1999.0
13744,2000.0
13745,2003.0
13746,1998.0
13747,2003.0
13748,2012.0
13749,2002.0
13750,2011.0
13751,2007.0
13752,2005.0
13753,2012.0
13754,2012.0
13755,2007.0
13756,2005.0
13757,1998.0
13758,2010.0
13759,2012.0
13760,2009.0
13761,2014.0
13762,2013.0
13763,2007.0
13764,2009.0
13765,2016.0
13766,2011.0
13767,2008.0
13768,2002.0
13769,2008.0
13770,2009.0
13771,2006.0
13772,2014.0
13773,2014.0
13774,2007.0
13775,2002.0
13776,2009.0
13777,2012.0
13778,2008.0
13779,2010.0
13780,2006.0
13781,2014.0
13782,2003.0
13783,2009.0
13784,2006.0
13785,2003.0
13786,2005.0
13787,2010.0
13788,2012.0
13789,2007.0
13790,2007.0
13791,2016.0
13792,2013.0
13793,2010.0
13794,2011.0
13795,2007.0
13796,2009.0
13797,2006.0
13798,2004.0
13799,2009.0
13800,2009.0
13801,2009.0
13802,2009.0
13803,2007.0
13804,1995.0
13805,2004.0
13806,2011.0
13807,2010.0
13808,2013.0
13809,2010.0
13810,2011.0
13811,2011.0
13812,2010.0
13813,2007.0
13814,2009.0
13815,2008.0
13816,2008.0
13817,2003.0
13818,2004.0
13819,2008.0
13820,2006.0
13821,2003.0
13822,2012.0
13823,2009.0
13824,2009.0
13825,2009.0
13826,1997.0
13827,2014.0
13828,2007.0
13829,1997.0
13830,2002.0
13831,2008.0
13832,2015.0
13833,2010.0
13834,2015.0
13835,2005.0
13836,2009.0
13837,2006.0
13838,2015.0
13839,1995.0
13840,2015.0
13841,2011.0
13842,2005.0
13843,2010.0
13844,2005.0
13845,2010.0
13846,2008.0
13847,2016.0
13848,1999.0
13849,2004.0
13850,2006.0
13851,2006.0
13852,2009.0
13853,2006.0
13854,2007.0
13855,2002.0
13856,2015.0
13857,2001.0
13858,2006.0
13859,2009.0
13860,2015.0
13861,1998.0
13862,2012.0
13863,2001.0
13864,2009.0
13865,2010.0
13866,2015.0
13867,2002.0
13868,1999.0
13869,2015.0
13870,2016.0
13871,2006.0
13873,2016.0
13874,2009.0
13875,2001.0
13876,2007.0
13877,2006.0
13878,2007.0
13879,2010.0
13880,2005.0
13881,2015.0
13882,2009.0
13883,2016.0
13884,2008.0
13885,2009.0
13886,2003.0
13887,2016.0
13888,2016.0
13889,2015.0
13890,2003.0
13891,2009.0
13892,2011.0
13893,1995.0
13894,2004.0
13895,2005.0
13896,2006.0
13897,2007.0
13898,2001.0
13899,2008.0
13900,2006.0
13901,1999.0
13902,1997.0
13903,2012.0
13904,2002.0
13905,2010.0
13906,2009.0
13907,2004.0
13908,1999.0
13909,1996.0
13910,2010.0
13911,1996.0
13912,2015.0
13913,2009.0
13914,1997.0
13915,2004.0
13916,1996.0
13917,2012.0
13918,2015.0
13919,2002.0
13920,2015.0
13921,1999.0
13922,2012.0
13923,2005.0
13924,2012.0
13925,2015.0
13926,2004.0
13927,2006.0
13928,2002.0
13929,2009.0
13930,2014.0
13931,2006.0
13932,2015.0
13933,2015.0
13934,2011.0
13935,2007.0
13936,2002.0
13937,2006.0
13938,2015.0
13939,2002.0
13940,2006.0
13941,2009.0
13942,2008.0
13943,2007.0
13944,2008.0
13945,2005.0
13946,2013.0
13947,2011.0
13948,2003.0
13949,2006.0
13950,2005.0
13951,2009.0
13952,2016.0
13953,2008.0
13954,2014.0
13955,2014.0
13956,2015.0
13957,2014.0
13958,2007.0
13959,2008.0
13960,2008.0
13961,2004.0
13962,2002.0
13963,2010.0
13965,2010.0
13966,2007.0
13967,2002.0
13968,2010.0
13969,2014.0
13970,2009.0
13971,2003.0
13972,2015.0
13973,1994.0
13974,2006.0
13975,2005.0
13976,2012.0
13977,1999.0
13978,2013.0
13979,2014.0
13980,2007.0
13981,2005.0
13982,2011.0
13983,2016.0
13984,2008.0
13985,2011.0
13986,2004.0
13987,2015.0
13988,2009.0
13989,2009.0
13990,2012.0
13991,2006.0
13992,2013.0
13993,2009.0
13994,1998.0
13995,2015.0
13996,2016.0
13997,2009.0
13998,2008.0
13999,2006.0
14000,2005.0
14001,2008.0
14002,2002.0
14003,2003.0
14004,2000.0
14005,2005.0
14006,2009.0
14007,2016.0
14008,2011.0
14009,2007.0
14010,2005.0
14011,2007.0
14012,2002.0
14013,2008.0
14014,2007.0
14015,2011.0
14016,2010.0
14017,2010.0
14018,2011.0
14019,2009.0
14020,2007.0
14021,2003.0
14022,2006.0
14023,2008.0
14024,2009.0
14025,2004.0
14026,2015.0
14027,2006.0
14028,2005.0
14029,2012.0
14030,2009.0
14031,1996.0
14032,2010.0
14033,2003.0
14034,2003.0
14035,2006.0
14036,1994.0
14037,2004.0
14038,1998.0
14039,2007.0
14040,2004.0
14041,2007.0
14042,2010.0
14043,2013.0
14044,2008.0
14045,2001.0
14046,2015.0
14047,2009.0
14049,2010.0
14050,1999.0
14051,2007.0
14052,2009.0
14053,2010.0
14054,2014.0
14055,2015.0
14056,2006.0
14059,2006.0
14060,2009.0
14061,2009.0
14062,2010.0
14063,2008.0
14064,2010.0
14065,2010.0
14066,2010.0
14067,2011.0
14068,2006.0
14069,2003.0
14070,2008.0
14071,2009.0
14072,2008.0
14073,1998.0
14074,2005.0
14075,2016.0
14076,2005.0
14077,2007.0
14078,2011.0
14079,2008.0
14080,2007.0
14081,2003.0
14082,2015.0
14083,2004.0
14084,2006.0
14085,2015.0
14086,2011.0
14087,2006.0
14088,2006.0
14090,2003.0
14091,2003.0
14092,2010.0
14093,2012.0
14094,2016.0
14095,1994.0
14096,2011.0
14097,2014.0
14098,2012.0
14099,2009.0
14101,2011.0
14102,2006.0
14103,2013.0
14104,2008.0
14105,2013.0
14106,2013.0
14107,2001.0
14108,2013.0
14109,2010.0
14110,2015.0
14111,2010.0
14112,2011.0
14113,2008.0
14114,2012.0
14115,2005.0
14116,2013.0
14117,2012.0
14118,2002.0
14119,2009.0
14120,2009.0
14121,2004.0
14122,1998.0
14123,2006.0
14124,2005.0
14125,2010.0
14126,2014.0
14127,2001.0
14128,2012.0
14129,2008.0
14130,2002.0
14131,2003.0
14132,2007.0
14133,2007.0
14134,2008.0
14135,2006.0
14136,2006.0
14137,2010.0
14138,2005.0
14139,2002.0
14140,2016.0
14141,2006.0
14142,2008.0
14143,2006.0
14144,2014.0
14145,2012.0
14146,2006.0
14147,2015.0
14148,2006.0
14149,2007.0
14150,2002.0
14151,2005.0
14152,2015.0
14153,2007.0
14154,1998.0
14155,2011.0
14156,2012.0
14157,2003.0
14158,2013.0
14159,2006.0
14160,2009.0
14161,2006.0
14163,2006.0
14164,2001.0
14165,2002.0
14166,2003.0
14167,2008.0
14168,2006.0
14169,2008.0
14170,2012.0
14171,2001.0
14172,2003.0
14173,2015.0
14174,2001.0
14175,2011.0
14176,2007.0
14177,2015.0
14178,2003.0
14179,2006.0
14180,2016.0
14181,2005.0
14182,2007.0
14183,2011.0
14184,2007.0
14185,2014.0
14186,2007.0
14187,2011.0
14188,2016.0
14189,2004.0
14190,2004.0
14191,2008.0
14192,1996.0
14193,2013.0
14194,2005.0
14195,2005.0
14196,2011.0
14197,2005.0
14198,2015.0
14199,2011.0
14201,2001.0
14202,2009.0
14203,2002.0
14204,2016.0
14205,2013.0
14206,2006.0
14207,2009.0
14208,2003.0
14209,2008.0
14210,2014.0
14211,2008.0
14212,2007.0
14213,2001.0
14214,2009.0
14215,2012.0
14216,2007.0
14217,2009.0
14218,2013.0
14219,1996.0
14220,2007.0
14221,1994.0
14222,2009.0
14223,2011.0
14224,2008.0
14225,1998.0
14226,2003.0
14227,2005.0
14228,2013.0
14229,1995.0
14230,2015.0
14231,2011.0
14232,2009.0
14233,1994.0
14234,2002.0
14235,2008.0
14236,2016.0
14237,2009.0
14238,2006.0
14239,2007.0
14240,2008.0
14241,2010.0
14242,2010.0
14243,2006.0
14244,2011.0
14245,2010.0
14246,2014.0
14247,2015.0
14248,1996.0
14249,2007.0
14250,2003.0
14251,2015.0
14252,2012.0
14253,2002.0
14254,2006.0
14255,2008.0
14256,2009.0
14257,2011.0
14258,2008.0
14259,2002.0
14260,2006.0
14261,2013.0
14262,2014.0
14263,2007.0
14264,2011.0
14265,2005.0
14266,2005.0
14267,2007.0
14268,2006.0
14269,2010.0
14270,2007.0
14271,2015.0
14272,2007.0
14273,2009.0
14274,2009.0
14275,2010.0
14277,2014.0
14278,2014.0
14279,2012.0
14280,2010.0
14281,2002.0
14282,2013.0
14283,2007.0
14284,2009.0
14285,2011.0
14286,2012.0
14287,2004.0
14288,2003.0
14289,2013.0
14290,2008.0
14291,2006.0
14292,2007.0
14293,2007.0
14294,2015.0
14295,2000.0
14296,2010.0
14297,2008.0
14298,2006.0
14300,2012.0
14301,2005.0
14302,2009.0
14303,2008.0
14304,2016.0
14305,2004.0
14306,2006.0
14307,2008.0
